v1,v2,v3,v4
3,100,0,Municipal - DAEM
7,85.7,71.4,Municipal - DAEM
23,100,91.3,Municipal - DAEM
18,94.4,66.7,Municipal - DAEM
7,71.4,71.4,Municipal - DAEM
62,96.8,79,Municipal - DAEM
60,93.3,86.7,Municipal - DAEM
2,100,100,Municipal - DAEM
4,100,100,Municipal - DAEM
346,69.4,44.5,Particular Subvencionado
8,100,75,Municipal - DAEM
3,100,100,Municipal - DAEM
5,100,100,Municipal - DAEM
15,93.3,86.7,Municipal - DAEM
85,91.8,77.6,Municipal - DAEM
10,90,80,Municipal - DAEM
7,100,100,Municipal - DAEM
56,100,87.5,Municipal - DAEM
114,93.9,75.4,Municipal - DAEM
71,94.4,83.1,Municipal - DAEM
19,100,89.5,Municipal - DAEM
495,88.3,68.3,Municipal - DAEM
148,90.5,80.4,Municipal - DAEM
188,84,58.5,Municipal - DAEM
173,89,74.6,Municipal - DAEM
97,89.7,71.1,Municipal - DAEM
107,90.7,70.1,Municipal - DAEM
127,92.1,68.5,Municipal - DAEM
6,100,100,Municipal - DAEM
5,100,100,Municipal - DAEM
37,94.6,70.3,Municipal - DAEM
20,90,75,Municipal - DAEM
42,92.9,61.9,Municipal - DAEM
16,100,81.3,Municipal - DAEM
475,85.5,61.3,Municipal - DAEM
375,91.2,65.6,Municipal - DAEM
57,96.5,71.9,Municipal - DAEM
186,91.4,68.8,Municipal - DAEM
21,100,90.5,Municipal - DAEM
90,88.9,68.9,Municipal - DAEM
35,97.1,80,Municipal - DAEM
29,82.8,69,Municipal - DAEM
4,100,100,Municipal - DAEM
174,81,57.5,Municipal - DAEM
17,88.2,70.6,Municipal - DAEM
10,100,70,Municipal - DAEM
27,92.6,74.1,Municipal - DAEM
62,90.3,71,Municipal - DAEM
116,78.4,62.9,Municipal - DAEM
10,80,60,Municipal - DAEM
208,91.3,74.5,Municipal - DAEM
60,96.7,88.3,Municipal - DAEM
6,66.7,66.7,Municipal - DAEM
15,100,80,Municipal - DAEM
14,100,100,Municipal - DAEM
173,82.7,62.4,Particular Subvencionado
54,96.3,85.2,Particular Subvencionado
345,81.2,60,Municipal - DAEM
472,69.3,44.5,Municipal - DAEM
120,75.8,47.5,Municipal - DAEM
74,86.5,58.1,Municipal - DAEM
18,100,72.2,Municipal - DAEM
6,100,83.3,Municipal - DAEM
4,100,75,Municipal - DAEM
55,92.7,78.2,Municipal - DAEM
61,93.4,80.3,Municipal - DAEM
23,95.7,69.6,Municipal - DAEM
15,100,100,Municipal - DAEM
7,85.7,57.1,Municipal - DAEM
9,100,88.9,Municipal - DAEM
79,82.3,59.5,Municipal - DAEM
241,89.2,73,Municipal - DAEM
8,100,75,Municipal - DAEM
8,100,75,Municipal - DAEM
52,98.1,88.5,Municipal - DAEM
5,100,100,Municipal - DAEM
6,100,100,Municipal - DAEM
3,100,100,Municipal - DAEM
13,100,69.2,Municipal - DAEM
100,91,81,Municipal - DAEM
5,100,100,Municipal - DAEM
11,100,100,Municipal - DAEM
25,88,76,Municipal - DAEM
7,100,100,Municipal - DAEM
4,100,100,Municipal - DAEM
4,100,100,Municipal - DAEM
23,100,95.7,Municipal - DAEM
6,83.3,83.3,Municipal - DAEM
9,100,77.8,Municipal - DAEM
3,100,100,Municipal - DAEM
2,100,100,Municipal - DAEM
8,100,100,Municipal - DAEM
366,89.1,74.3,Municipal - DAEM
325,88.3,75.4,Municipal - DAEM
25,92,76,Municipal - DAEM
23,95.7,91.3,Municipal - DAEM
3,100,66.7,Municipal - DAEM
4,100,100,Municipal - DAEM
1,100,100,Municipal - DAEM
63,98.4,85.7,Municipal - DAEM
30,96.7,93.3,Municipal - DAEM
30,96.7,93.3,Municipal - DAEM
22,100,72.7,Municipal - DAEM
22,95.5,77.3,Municipal - DAEM
59,100,76.3,Municipal - DAEM
6,100,100,Municipal - DAEM
90,94.4,86.7,Particular Subvencionado
240,87.9,65.4,Municipal - DAEM
193,96.4,76.7,Municipal - DAEM
30,96.7,93.3,Municipal - DAEM
101,93.1,70.3,Municipal - DAEM
14,100,78.6,Municipal - DAEM
19,94.7,68.4,Municipal - DAEM
35,97.1,74.3,Municipal - DAEM
25,100,68,Municipal - DAEM
6,100,100,Municipal - DAEM
58,98.3,77.6,Municipal - DAEM
514,86.8,64.2,Particular Subvencionado
536,63.2,36.8,Municipal - DAEM
63,68.3,44.4,Municipal - DAEM
309,80.9,53.7,Municipal - DAEM
793,62.3,36.2,Municipal - DAEM
396,77.8,55.1,Municipal - DAEM
523,77.8,51.2,Municipal - DAEM
503,74.6,48.9,Municipal - DAEM
448,81.3,51.3,Municipal - DAEM
444,74.5,45.3,Municipal - DAEM
962,64.4,37.1,Municipal - DAEM
108,82.4,64.8,Municipal - DAEM
598,77.3,47.8,Municipal - DAEM
355,80.6,60.8,Municipal - DAEM
244,63.1,40.2,Municipal - DAEM
194,92.3,70.1,Municipal - DAEM
468,90.8,74.1,Municipal - DAEM
226,85,54.4,Municipal - DAEM
62,93.5,82.3,Municipal - DAEM
157,87.9,69.4,Municipal - DAEM
362,79.8,48.1,Municipal - DAEM
147,88.4,58.5,Municipal - DAEM
33,93.9,66.7,Municipal - DAEM
79,87.3,67.1,Municipal - DAEM
237,84,57.4,Municipal - DAEM
112,90.2,60.7,Municipal - DAEM
97,75.3,47.4,Municipal - DAEM
199,81.9,46.7,Municipal - DAEM
174,77,45.4,Municipal - DAEM
14,85.7,71.4,Municipal - DAEM
183,86.9,65,Municipal - DAEM
289,89.6,56.1,Municipal - DAEM
134,79.9,64.9,Municipal - DAEM
28,92.9,64.3,Municipal - DAEM
65,87.7,60,Municipal - DAEM
22,95.5,86.4,Municipal - DAEM
102,93.1,74.5,Municipal - DAEM
18,100,55.6,Municipal - DAEM
96,93.8,72.9,Municipal - DAEM
208,88.5,51,Municipal - DAEM
14,78.6,42.9,Municipal - DAEM
118,83.9,62.7,Municipal - DAEM
149,87.2,53.7,Municipal - DAEM
215,90.7,72.1,Particular Subvencionado
320,84.1,63.1,Particular Subvencionado
550,77.8,44.4,Particular Subvencionado
548,63.9,34.5,Particular Subvencionado
335,57.3,34.3,Particular Subvencionado
336,71.4,42.3,Particular Subvencionado
126,93.7,73.8,Particular Subvencionado
238,71.8,42.9,Particular Subvencionado
144,93.1,66,Particular Subvencionado
305,86.2,55.1,Particular Subvencionado
629,75.2,47.5,Particular Subvencionado
179,78.2,48.6,Particular Subvencionado
79,92.4,77.2,Particular Subvencionado
69,88.4,68.1,Particular Subvencionado
115,88.7,60.9,Municipal - DAEM
223,79.8,50.7,Municipal - DAEM
2,100,0,Municipal - DAEM
2,0,0,Municipal - DAEM
2,50,0,Municipal - DAEM
18,100,77.8,Municipal - DAEM
7,71.4,28.6,Municipal - DAEM
9,88.9,44.4,Municipal - DAEM
6,100,83.3,Municipal - DAEM
10,80,40,Municipal - DAEM
4,100,50,Municipal - DAEM
2,100,50,Municipal - DAEM
4,100,50,Municipal - DAEM
28,92.9,67.9,Municipal - DAEM
850,63.2,33.5,Particular Subvencionado
240,66.7,30,Particular Subvencionado
259,93.4,77.6,Municipal - DAEM
91,89,74.7,Municipal - DAEM
95,94.7,77.9,Municipal - DAEM
7,100,100,Municipal - DAEM
6,100,66.7,Municipal - DAEM
11,100,81.8,Municipal - DAEM
4,100,75,Municipal - DAEM
7,85.7,71.4,Municipal - DAEM
1,100,100,Municipal - DAEM
3,100,33.3,Municipal - DAEM
325,87.4,70.2,Municipal - DAEM
8,75,62.5,Municipal - DAEM
14,100,92.9,Municipal - DAEM
9,88.9,66.7,Municipal - DAEM
303,80.5,55.1,Municipal - DAEM
228,81.1,49.6,Municipal - DAEM
167,82,59.3,Municipal - DAEM
4,100,50,Municipal - DAEM
3,100,100,Municipal - DAEM
15,80,66.7,Municipal - DAEM
6,100,83.3,Municipal - DAEM
6,83.3,66.7,Municipal - DAEM
3,100,100,Municipal - DAEM
10,70,40,Municipal - DAEM
8,100,50,Municipal - DAEM
4,75,50,Municipal - DAEM
47,89.4,72.3,Municipal - DAEM
14,100,100,Particular Subvencionado
14,100,92.9,Particular Subvencionado
282,92.6,72.3,Municipal - DAEM
244,95.1,89.3,Municipal - DAEM
69,98.6,78.3,Municipal - DAEM
83,84.3,63.9,Municipal - DAEM
36,88.9,83.3,Municipal - DAEM
115,93.9,80,Municipal - DAEM
73,90.4,74,Municipal - DAEM
24,87.5,87.5,Municipal - DAEM
36,94.4,77.8,Municipal - DAEM
25,92,64,Municipal - DAEM
40,100,92.5,Municipal - DAEM
67,98.5,97,Municipal - DAEM
155,100,97.4,Municipal - DAEM
105,99,96.2,Municipal - DAEM
341,83.3,57.2,Particular Subvencionado
5,100,100,Particular Subvencionado
55,98.2,98.2,Particular Subvencionado
32,100,93.8,Particular Subvencionado
60,93.3,73.3,Particular Subvencionado
81,98.8,95.1,Particular Subvencionado
82,89,69.5,Particular Subvencionado
190,92.1,76.3,Municipal - DAEM
41,90.2,70.7,Municipal - DAEM
2,100,100,Municipal - DAEM
21,95.2,76.2,Municipal - DAEM
13,92.3,61.5,Municipal - DAEM
6,100,100,Municipal - DAEM
36,91.7,86.1,Municipal - DAEM
468,83.8,54.1,Municipal - DAEM
652,73.6,44,Municipal - DAEM
219,88.6,71.7,Municipal - DAEM
64,96.9,84.4,Municipal - DAEM
219,83.1,66.7,Municipal - DAEM
219,94.1,77.2,Municipal - DAEM
28,100,85.7,Municipal - DAEM
53,96.2,79.2,Municipal - DAEM
12,100,58.3,Municipal - DAEM
24,87.5,45.8,Municipal - DAEM
9,100,88.9,Municipal - DAEM
12,100,75,Municipal - DAEM
12,100,58.3,Municipal - DAEM
15,86.7,53.3,Municipal - DAEM
17,94.1,47.1,Municipal - DAEM
12,100,41.7,Municipal - DAEM
33,93.9,60.6,Municipal - DAEM
20,95,70,Municipal - DAEM
284,96.1,79.6,Particular Subvencionado
4,50,50,Particular Subvencionado
563,90.6,65.7,Municipal - DAEM
133,93.2,76.7,Municipal - DAEM
186,86,64.5,Municipal - DAEM
161,95,72.7,Municipal - DAEM
631,71.9,40.9,Municipal - DAEM
237,90.3,69.6,Municipal - DAEM
455,76,47.7,Municipal - DAEM
456,88.4,63.6,Municipal - DAEM
80,93.8,75,Municipal - DAEM
7,100,85.7,Municipal - DAEM
4,100,100,Municipal - DAEM
5,100,100,Municipal - DAEM
12,91.7,50,Municipal - DAEM
5,100,100,Municipal - DAEM
8,100,87.5,Municipal - DAEM
6,100,100,Municipal - DAEM
14,92.9,92.9,Municipal - DAEM
10,100,60,Municipal - DAEM
4,100,100,Municipal - DAEM
5,100,80,Municipal - DAEM
2,100,100,Municipal - DAEM
4,100,100,Municipal - DAEM
19,94.7,63.2,Particular Subvencionado
240,87.1,67.1,Municipal - DAEM
717,66,38.9,Municipal - DAEM
56,73.2,51.8,Municipal - DAEM
71,93,78.9,Municipal - DAEM
130,96.2,81.5,Municipal - DAEM
60,95,73.3,Municipal - DAEM
8,87.5,75,Municipal - DAEM
104,99,85.6,Particular Subvencionado
130,91.5,71.5,Particular Subvencionado
209,80.9,68.9,Municipal - DAEM
4,75,75,Municipal - DAEM
22,100,100,Municipal - DAEM
427,82.4,55.5,Municipal - DAEM
243,87.2,58.4,Municipal - DAEM
136,86,58.8,Municipal - DAEM
17,94.1,64.7,Municipal - DAEM
76,76.3,56.6,Municipal - DAEM
113,89.4,67.3,Municipal - DAEM
49,85.7,67.3,Municipal - DAEM
10,80,30,Municipal - DAEM
15,100,80,Municipal - DAEM
485,59.2,33,Particular Subvencionado
689,72.6,47.5,Municipal - DAEM
176,81.3,55.7,Municipal - DAEM
19,78.9,47.4,Municipal - DAEM
24,83.3,54.2,Municipal - DAEM
13,92.3,61.5,Municipal - DAEM
66,90.9,81.8,Municipal - DAEM
44,88.6,59.1,Municipal - DAEM
98,91.8,74.5,Municipal - DAEM
972,60.7,32.9,Municipal - DAEM
256,80.5,55.9,Municipal - DAEM
196,82.1,63.3,Municipal - DAEM
161,86.3,68.9,Municipal - DAEM
258,76.7,50,Municipal - DAEM
458,75.5,51.7,Municipal - DAEM
328,82.6,65.2,Municipal - DAEM
230,88.3,71.7,Municipal - DAEM
98,90.8,79.6,Municipal - DAEM
451,76.5,54.1,Municipal - DAEM
328,74.7,47.9,Municipal - DAEM
111,93.7,73.9,Municipal - DAEM
102,92.2,75.5,Municipal - DAEM
125,88,65.6,Municipal - DAEM
199,80.9,60.8,Municipal - DAEM
195,85.1,65.1,Municipal - DAEM
683,72.8,44.7,Municipal - DAEM
177,78,57.1,Municipal - DAEM
421,91.9,75.5,Municipal - DAEM
142,88.7,69,Municipal - DAEM
207,94.2,83.1,Municipal - DAEM
482,81.5,55.8,Municipal - DAEM
368,85.3,67.9,Municipal - DAEM
33,69.7,42.4,Municipal - DAEM
96,75,50,Municipal - DAEM
186,80.6,63.4,Municipal - DAEM
236,83.1,53.8,Municipal - DAEM
68,88.2,66.2,Municipal - DAEM
84,88.1,73.8,Municipal - DAEM
191,78,52.4,Municipal - DAEM
402,93.8,78.1,Municipal - DAEM
407,93.6,80.6,Municipal - DAEM
252,71.4,48,Municipal - DAEM
66,83.3,65.2,Municipal - DAEM
604,86.4,64.2,Particular Subvencionado
527,58.3,33.8,Particular Subvencionado
241,79.3,48.5,Particular Subvencionado
336,72.9,48.5,Particular Subvencionado
567,60.7,40,Particular Subvencionado
904,71.3,46.1,Particular Subvencionado
411,50.1,29.9,Particular Subvencionado
174,55.2,28.2,Particular Subvencionado
229,55,35.4,Particular Subvencionado
281,45.9,25.3,Particular Subvencionado
86,81.4,51.2,Particular Subvencionado
580,72.2,46.9,Particular Subvencionado
1009,71.1,43.9,Particular Subvencionado
189,55.6,32.3,Particular Subvencionado
749,45.7,22.6,Particular Subvencionado
192,88.5,66.7,Particular Subvencionado
167,63.5,46.7,Particular Subvencionado
640,58.6,33.9,Particular Subvencionado
184,87,72.3,Particular Subvencionado
501,55.1,30.7,Particular Subvencionado
564,74.3,50.5,Particular Subvencionado
585,53.3,31.3,Particular Subvencionado
328,84.5,64.3,Particular Subvencionado
996,32.2,15.9,Particular Subvencionado
982,53.1,30.7,Particular Subvencionado
668,58.4,33.8,Particular Subvencionado
255,56.1,33.7,Particular Subvencionado
551,49,27.8,Particular Subvencionado
462,73.6,54.1,Particular Subvencionado
704,33.1,18,Particular Subvencionado
118,91.5,72,Particular Subvencionado
848,68,39.5,Particular Subvencionado
350,85.1,54.6,Particular Subvencionado
363,56.2,32.5,Particular Subvencionado
221,28.5,14.5,Particular Subvencionado
313,82.7,63.9,Municipal - DAEM
417,79.4,56.4,Municipal - DAEM
735,86.3,65.4,Municipal - DAEM
430,87.9,65.6,Municipal - DAEM
53,83,67.9,Municipal - DAEM
167,95.2,79.6,Municipal - DAEM
339,90.6,72.6,Municipal - DAEM
124,91.1,83.1,Municipal - DAEM
538,82.5,58.7,Municipal - DAEM
578,74.4,55.5,Municipal - DAEM
728,79.4,60,Municipal - DAEM
251,66.5,40.2,Municipal - DAEM
184,82.6,67.4,Municipal - DAEM
227,78,63,Municipal - DAEM
488,70.3,50.4,Municipal - DAEM
378,84.4,67.7,Municipal - DAEM
126,93.7,76.2,Municipal - DAEM
426,64.6,45.5,Municipal - DAEM
221,86,62.4,Municipal - DAEM
203,95.6,86.2,Municipal - DAEM
362,49.7,34.5,Municipal - DAEM
807,77.3,54,Municipal - DAEM
275,81.8,64.7,Municipal - DAEM
114,78.1,64,Municipal - DAEM
153,85,69.3,Municipal - DAEM
132,68.9,47,Municipal - DAEM
100,84,78,Municipal - DAEM
158,76.6,58.2,Municipal - DAEM
183,79.2,54.6,Municipal - DAEM
975,85.4,66.1,Municipal - DAEM
68,19.1,14.7,Particular Subvencionado
280,78.6,55.4,Particular Subvencionado
1401,54.1,34.8,Particular Subvencionado
303,67.7,43.9,Particular Subvencionado
667,77.7,58.6,Particular Subvencionado
80,81.3,65,Particular Subvencionado
96,83.3,66.7,Particular Subvencionado
294,54.4,29.6,Particular Subvencionado
353,66.3,47,Particular Subvencionado
199,72.4,47.7,Particular Subvencionado
609,74.4,47.6,Particular Subvencionado
522,44.8,28.5,Particular Subvencionado
313,79.2,57.2,Particular Subvencionado
644,70.8,46.7,Particular Subvencionado
87,86.2,72.4,Particular Subvencionado
202,76.7,53,Particular Subvencionado
231,80.1,55.4,Municipal - DAEM
469,80.2,58.8,Municipal - DAEM
193,87.6,72,Municipal - DAEM
113,92,75.2,Municipal - DAEM
241,82.6,66,Municipal - DAEM
326,85.9,67.5,Municipal - DAEM
115,90.4,75.7,Municipal - DAEM
168,92.9,78.6,Municipal - DAEM
211,91.9,77.7,Municipal - DAEM
42,95.2,90.5,Municipal - DAEM
298,79.5,61.4,Particular Subvencionado
263,63.1,38.4,Particular Subvencionado
357,67.5,45.7,Particular Subvencionado
762,71.3,45.8,Municipal - DAEM
202,82.7,62.9,Municipal - DAEM
120,81.7,73.3,Municipal - DAEM
493,90.1,73.4,Municipal - DAEM
395,76.7,54.2,Municipal - DAEM
171,86.5,68.4,Municipal - DAEM
162,80.2,54.9,Municipal - DAEM
222,71.2,50,Municipal - DAEM
117,97.4,87.2,Municipal - DAEM
101,85.1,63.4,Municipal - DAEM
230,84.3,67.4,Municipal - DAEM
155,85.2,59.4,Municipal - DAEM
219,89.5,64.8,Municipal - DAEM
42,81,69,Municipal - DAEM
117,82.1,57.3,Municipal - DAEM
76,93.4,59.2,Municipal - DAEM
4,100,100,Municipal - DAEM
63,93.7,71.4,Municipal - DAEM
4,100,50,Municipal - DAEM
36,100,75,Municipal - DAEM
7,100,100,Municipal - DAEM
3,100,66.7,Municipal - DAEM
63,92.1,76.2,Municipal - DAEM
4,100,75,Municipal - DAEM
552,60.5,37.3,Particular Subvencionado
485,46.2,27.4,Particular Subvencionado
70,82.9,54.3,Particular Subvencionado
336,62.2,37.8,Particular Subvencionado
333,79.9,52.3,Municipal - DAEM
143,83.2,58,Municipal - DAEM
135,85.9,50.4,Municipal - DAEM
7,100,85.7,Municipal - DAEM
6,83.3,83.3,Municipal - DAEM
19,78.9,63.2,Municipal - DAEM
18,100,88.9,Municipal - DAEM
7,85.7,71.4,Municipal - DAEM
3,100,100,Municipal - DAEM
7,100,85.7,Municipal - DAEM
58,91.4,63.8,Municipal - DAEM
3,100,33.3,Municipal - DAEM
3,100,100,Municipal - DAEM
17,100,64.7,Particular Subvencionado
495,82,60.2,Municipal - DAEM
11,100,100,Municipal - DAEM
167,79,53.3,Municipal - DAEM
3,100,100,Municipal - DAEM
8,100,100,Municipal - DAEM
2,100,0,Municipal - DAEM
17,100,35.3,Municipal - DAEM
2,100,0,Municipal - DAEM
72,91.7,55.6,Municipal - DAEM
32,75,59.4,Municipal - DAEM
3,100,100,Municipal - DAEM
6,100,100,Municipal - DAEM
3,100,100,Municipal - DAEM
10,100,80,Municipal - DAEM
17,100,100,Municipal - DAEM
2,100,50,Municipal - DAEM
2,100,50,Municipal - DAEM
13,84.6,69.2,Municipal - DAEM
3,100,100,Municipal - DAEM
255,89,60.4,Particular Subvencionado
6,100,100,Particular Subvencionado
211,93.8,78.2,Municipal - DAEM
37,97.3,83.8,Municipal - DAEM
20,100,95,Municipal - DAEM
3,100,66.7,Municipal - DAEM
6,100,100,Municipal - DAEM
3,100,66.7,Municipal - DAEM
6,100,83.3,Municipal - DAEM
2,100,100,Municipal - DAEM
6,100,83.3,Municipal - DAEM
13,92.3,84.6,Municipal - DAEM
2,100,100,Municipal - DAEM
10,100,80,Municipal - DAEM
67,98.5,86.6,Municipal - DAEM
40,97.5,82.5,Municipal - DAEM
584,83.4,56.5,Particular Subvencionado
477,91.4,73.4,Municipal - DAEM
328,89,72,Municipal - DAEM
192,89.1,64.1,Municipal - DAEM
126,91.3,77.8,Municipal - DAEM
316,90.5,72.2,Municipal - DAEM
466,84.3,67.4,Municipal - DAEM
544,82.2,57.4,Municipal - DAEM
163,84,52.8,Municipal - DAEM
220,84.1,62.3,Municipal - DAEM
90,96.7,85.6,Municipal - DAEM
89,94.4,80.9,Particular Subvencionado
509,67.8,43.2,Particular Subvencionado
106,85.8,67.9,Particular Subvencionado
573,72.8,49.9,Particular Subvencionado
255,88.6,66.3,Particular Subvencionado
46,78.3,60.9,Municipal - DAEM
366,83.3,65,Municipal - DAEM
149,93.3,68.5,Municipal - DAEM
125,90.4,81.6,Municipal - DAEM
216,84.3,72.7,Municipal - DAEM
589,87.8,69.1,Municipal - DAEM
346,87.6,68.2,Municipal - DAEM
249,94,80.3,Municipal - DAEM
167,88.6,68.3,Municipal - DAEM
265,86,67.9,Municipal - DAEM
369,87,69.4,Municipal - DAEM
297,87.5,69,Municipal - DAEM
226,91.6,77.4,Municipal - DAEM
183,91.8,74.3,Municipal - DAEM
112,88.4,69.6,Municipal - DAEM
237,91.6,74.7,Municipal - DAEM
793,79.6,57.6,Municipal - DAEM
87,97.7,86.2,Municipal - DAEM
130,93.8,74.6,Municipal - DAEM
168,63.7,42.3,Municipal - DAEM
18,94.4,77.8,Municipal - DAEM
317,70.7,44.8,Particular Subvencionado
575,76.5,50.4,Particular Subvencionado
518,75.3,52.7,Particular Subvencionado
306,77.5,54.2,Particular Subvencionado
488,84.2,60,Particular Subvencionado
500,83.6,65.4,Particular Subvencionado
606,72.1,47.2,Particular Subvencionado
52,94.2,84.6,Municipal - DAEM
180,68.9,50,Municipal - DAEM
475,87.4,70.7,Municipal - DAEM
661,78.1,56,Municipal - DAEM
134,93.3,76.9,Municipal - DAEM
482,69.3,46.5,Municipal - DAEM
99,98,88.9,Municipal - DAEM
281,92.9,80.1,Municipal - DAEM
212,89.2,75.5,Municipal - DAEM
73,93.2,76.7,Municipal - DAEM
9,88.9,66.7,Municipal - DAEM
118,94.9,72.9,Municipal - DAEM
185,95.1,81.1,Municipal - DAEM
9,100,66.7,Municipal - DAEM
7,100,100,Municipal - DAEM
213,98.1,91.5,Particular Subvencionado
162,87.7,63.6,Municipal - DAEM
173,95.4,80.9,Municipal - DAEM
372,87.1,63.7,Municipal - DAEM
369,86.2,58,Municipal - DAEM
133,84.2,63.9,Municipal - DAEM
128,98.4,89.1,Municipal - DAEM
267,85.4,65.5,Municipal - DAEM
125,80,48,Municipal - DAEM
9,88.9,66.7,Municipal - DAEM
79,96.2,79.7,Municipal - DAEM
2,100,100,Municipal - DAEM
6,100,83.3,Municipal - DAEM
3,100,33.3,Municipal - DAEM
5,100,80,Municipal - DAEM
22,100,90.9,Municipal - DAEM
6,100,83.3,Municipal - DAEM
6,100,100,Municipal - DAEM
3,100,100,Municipal - DAEM
32,100,93.8,Municipal - DAEM
53,94.3,83,Municipal - DAEM
69,81.2,43.5,Municipal - DAEM
279,98.6,91.8,Municipal - DAEM
92,83.7,57.6,Municipal - DAEM
4,75,75,Municipal - DAEM
4,100,75,Municipal - DAEM
3,100,100,Municipal - DAEM
1004,66.4,41.5,Particular Subvencionado
1011,72.9,45.9,Municipal - DAEM
111,87.4,72.1,Municipal - DAEM
348,80.5,55.7,Municipal - DAEM
687,81.5,55.2,Municipal - DAEM
173,91.9,64.2,Municipal - DAEM
144,86.1,66,Municipal - DAEM
223,88.3,62.8,Municipal - DAEM
12,100,100,Municipal - DAEM
20,100,75,Municipal - DAEM
2,100,100,Municipal - DAEM
4,100,100,Municipal - DAEM
87,89.7,56.3,Municipal - DAEM
5,100,60,Municipal - DAEM
555,68.6,38.6,Particular Subvencionado
473,89.6,76.5,Municipal - DAEM
362,90.6,75.7,Municipal - DAEM
168,89.9,71.4,Municipal - DAEM
208,88.5,73.1,Municipal - DAEM
192,90.6,62.5,Municipal - DAEM
14,85.7,78.6,Municipal - DAEM
32,93.8,78.1,Municipal - DAEM
9,88.9,44.4,Municipal - DAEM
97,95.9,91.8,Municipal - DAEM
2,100,100,Municipal - DAEM
129,86.8,69,Municipal - DAEM
526,92.4,75.7,Particular Subvencionado
200,97,83,Municipal - DAEM
409,87,61.4,Municipal - DAEM
668,85,66.3,Municipal - DAEM
210,91.4,72.4,Municipal - DAEM
157,97.5,86,Municipal - DAEM
277,92.4,73.6,Municipal - DAEM
135,93.3,78.5,Municipal - DAEM
84,95.2,70.2,Municipal - DAEM
98,88.8,71.4,Municipal - DAEM
32,96.9,84.4,Municipal - DAEM
61,95.1,82,Municipal - DAEM
36,97.2,66.7,Municipal - DAEM
48,93.8,64.6,Municipal - DAEM
16,100,87.5,Municipal - DAEM
747,62.9,41.5,Particular Subvencionado
121,97.5,94.2,Particular Subvencionado
143,97.9,81.8,Particular Subvencionado
270,60,34.8,Particular Subvencionado
352,82.4,64.8,Municipal - DAEM
80,95,81.3,Municipal - DAEM
131,97.7,80.9,Municipal - DAEM
10,100,100,Municipal - DAEM
16,100,87.5,Municipal - DAEM
2,100,100,Municipal - DAEM
12,100,91.7,Municipal - DAEM
121,96.7,87.6,Municipal - DAEM
9,100,100,Municipal - DAEM
14,78.6,64.3,Municipal - DAEM
11,100,72.7,Municipal - DAEM
13,100,76.9,Municipal - DAEM
98,96.9,77.6,Municipal - DAEM
5,100,100,Municipal - DAEM
10,100,80,Municipal - DAEM
3,100,100,Municipal - DAEM
22,100,86.4,Municipal - DAEM
96,96.9,91.7,Particular Subvencionado
107,93.5,78.5,Particular Subvencionado
7,100,71.4,Particular Subvencionado
7,100,85.7,Particular Subvencionado
44,97.7,84.1,Particular Subvencionado
78,98.7,93.6,Particular Subvencionado
101,91.1,76.2,Municipal - DAEM
113,88.5,69,Municipal - DAEM
230,89.1,73.5,Municipal - DAEM
8,100,100,Municipal - DAEM
108,97.2,86.1,Municipal - DAEM
58,96.6,91.4,Municipal - DAEM
