v1,v2,v3,v4
295,87.8,73.9,Municipal - DAEM
70,72.9,54.3,Particular Subvencionado
539,86.1,65.7,Municipal - DAEM
66,72.7,53,Particular Subvencionado
678,74.6,54,Municipal - DAEM
410,94.4,84.6,Municipal - DAEM
385,63.9,51.2,Municipal - DAEM
247,50.2,30.8,Particular Subvencionado
445,94.6,84.9,Municipal - DAEM
219,65.3,45.2,Particular Subvencionado
368,78.8,63,Municipal - DAEM
12,83.3,58.3,Particular Subvencionado
618,42.9,22.8,Particular Subvencionado
506,20.8,11.5,Particular Subvencionado
157,67.5,54.1,Municipal - DAEM
210,31.4,12.4,Particular Subvencionado
2,50,50,Particular Subvencionado
205,82.4,53.7,Particular Subvencionado
262,59.2,31.7,Particular Subvencionado
3,100,100,Particular Subvencionado
176,30.1,11.9,Particular Subvencionado
8,100,87.5,Municipal - DAEM
5,80,60,Particular Subvencionado
922,44.4,18.1,Particular Subvencionado
544,71.1,41.5,Particular Subvencionado
71,64.8,35.2,Particular Subvencionado
425,48.7,24.2,Particular Subvencionado
140,76.4,59.3,Particular Subvencionado
220,40.5,15,Particular Subvencionado
2,100,50,Municipal - DAEM
168,85.7,60.7,Particular Subvencionado
74,54.1,32.4,Particular Subvencionado
515,74.2,48.7,Particular Subvencionado
540,43.1,21.3,Particular Subvencionado
120,72.5,55,Municipal - DAEM
208,38.5,18.3,Particular Subvencionado
531,54,26.4,Particular Subvencionado
6,100,83.3,Municipal - DAEM
10,90,80,Municipal - DAEM
3,100,66.7,Municipal - DAEM
501,36.5,14.4,Particular Subvencionado
260,36.5,15,Particular Subvencionado
519,48.9,23.9,Particular Subvencionado
6,83.3,66.7,Particular Subvencionado
728,71.2,44.6,Particular Subvencionado
23,56.5,34.8,Municipal - DAEM
11,90.9,72.7,Municipal - DAEM
206,74.8,44.7,Particular Subvencionado
625,61.6,36,Particular Subvencionado
520,79,50.6,Municipal - DAEM
363,29.5,14,Particular Subvencionado
138,73.2,47.8,Particular Subvencionado
207,76.3,53.1,Particular Subvencionado
45,88.9,60,Municipal - DAEM
205,50.7,27.3,Particular Subvencionado
237,68.4,43.9,Particular Subvencionado
703,83.4,56.5,Particular Subvencionado
50,86,78,Municipal - DAEM
127,59.1,28.3,Particular Subvencionado
437,72.5,38.9,Particular Subvencionado
105,77.1,60,Municipal - DAEM
309,55.7,31.1,Particular Subvencionado
686,56.9,28.3,Particular Subvencionado
509,47.3,25.1,Particular Subvencionado
589,31.1,10.9,Particular Subvencionado
315,87.6,62.9,Municipal - DAEM
675,84.9,64,Municipal - Corporacion
17,94.1,88.2,Particular Subvencionado
239,86.6,57.7,Particular Subvencionado
223,82.5,58.3,Particular Subvencionado
550,83.3,58.2,Particular Subvencionado
478,75.1,51.9,Particular Subvencionado
533,52.5,23.1,Particular Subvencionado
430,66.7,36.3,Particular Subvencionado
232,91.8,70.3,Municipal - DAEM
171,63.7,33.9,Particular Subvencionado
428,61.7,37.4,Particular Subvencionado
258,92.6,71.3,Municipal - DAEM
296,78.7,57.1,Particular Subvencionado
311,72.3,42.1,Particular Subvencionado
264,75,46.2,Particular Subvencionado
386,47.9,23.1,Particular Subvencionado
334,80.2,45.8,Particular Subvencionado
279,80.6,62,Particular Subvencionado
168,85.7,71.4,Particular Subvencionado
302,83.4,57.6,Particular Subvencionado
121,76.9,41.3,Particular Subvencionado
196,90.8,71.9,Municipal - DAEM
61,72.1,37.7,Municipal - DAEM
296,81.8,60.5,Municipal - DAEM
207,90.3,64.3,Municipal - DAEM
113,70.8,40.7,Municipal - DAEM
238,89.9,76.1,Municipal - DAEM
187,89.3,78.6,Municipal - DAEM
311,63.7,44.1,Particular Subvencionado
79,86.1,67.1,Particular Subvencionado
34,82.4,52.9,Municipal - DAEM
351,58.7,31.6,Particular Subvencionado
272,55.9,29.4,Particular Subvencionado
29,72.4,44.8,Municipal - Corporacion
10,90,70,Particular Subvencionado
81,75.3,48.1,Particular Subvencionado
56,73.2,39.3,Particular Subvencionado
955,76.6,49.9,Particular Subvencionado
212,62.7,35.8,Particular Subvencionado
231,91.3,70.6,Municipal - DAEM
284,82.7,55.3,Particular Subvencionado
390,62.3,32.6,Particular Subvencionado
588,86.7,63.3,Particular Subvencionado
363,65,33.1,Particular Subvencionado
149,76.5,53,Particular Subvencionado
322,72.7,43.5,Particular Subvencionado
260,71.5,45.4,Particular Subvencionado
178,79.8,53.4,Particular Subvencionado
341,72.1,44.6,Particular Subvencionado
370,63.8,37,Particular Subvencionado
265,46.8,27.9,Particular Subvencionado
176,68.8,40.9,Particular Subvencionado
882,74.9,54.2,Particular Subvencionado
46,95.7,78.3,Municipal - DAEM
625,86.6,64,Particular Subvencionado
318,64.5,30.2,Particular Subvencionado
307,86,67.4,Particular Subvencionado
173,83.8,67.1,Municipal - DAEM
251,83.7,65.3,Particular Subvencionado
225,74.2,39.1,Particular Subvencionado
62,75.8,45.2,Particular Subvencionado
257,84,46.7,Particular Subvencionado
228,29.8,16.2,Particular Subvencionado
245,93.1,58.8,Particular Subvencionado
235,68.5,49.8,Particular Subvencionado
316,47.2,24.4,Particular Subvencionado
328,83.2,59.1,Particular Subvencionado
290,71.7,31.4,Particular Subvencionado
183,80.3,51.4,Particular Subvencionado
324,55.9,22.8,Particular Subvencionado
254,57.5,18.1,Particular Subvencionado
149,64.4,40.3,Particular Subvencionado
177,46.9,22,Particular Subvencionado
137,60.6,40.9,Particular Subvencionado
1058,42,21.9,Particular Subvencionado
106,89.6,84,Particular Subvencionado
164,35.4,18.3,Particular Subvencionado
603,69.5,39.6,Particular Subvencionado
219,70.8,44.7,Particular Subvencionado
1112,44.7,17.7,Particular Subvencionado
652,44.2,15.8,Particular Subvencionado
130,88.5,76.2,Particular Subvencionado
141,75.2,34,Particular Subvencionado
389,78.4,41.4,Particular Subvencionado
254,76,46.9,Particular Subvencionado
547,75.3,41.5,Particular Subvencionado
163,67.5,41.7,Particular Subvencionado
164,45.7,22,Particular Subvencionado
324,71.9,48.5,Particular Subvencionado
449,61.2,34.3,Particular Subvencionado
114,67.5,37.7,Particular Subvencionado
332,84.6,64.8,Particular Subvencionado
159,58.5,30.2,Particular Subvencionado
327,45,20.5,Particular Subvencionado
285,54.7,36.5,Particular Subvencionado
576,61.3,38.9,Particular Subvencionado
149,77.9,53.7,Particular Subvencionado
176,71,46.6,Particular Subvencionado
177,58.2,32.8,Particular Subvencionado
244,70.9,31.6,Particular Subvencionado
463,80.8,57.2,Municipal - DAEM
218,78.4,45,Particular Subvencionado
268,76.9,49.3,Particular Subvencionado
538,64.1,42.9,Particular Subvencionado
158,48.7,22.2,Particular Subvencionado
201,71.6,50.2,Particular Subvencionado
581,55.1,36,Particular Subvencionado
194,76.3,48.5,Particular Subvencionado
482,56.4,19.5,Particular Subvencionado
205,72.2,45.4,Particular Subvencionado
614,56.8,34.5,Particular Subvencionado
217,73.7,33.2,Particular Subvencionado
30,83.3,53.3,Particular Subvencionado
66,63.6,24.2,Particular Subvencionado
643,72.6,46.2,Particular Subvencionado
451,57.2,40.6,Particular Subvencionado
50,86,48,Particular Subvencionado
179,70.4,31.8,Particular Subvencionado
269,63.2,27.9,Particular Subvencionado
225,72.9,50.2,Particular Subvencionado
484,42.1,24,Particular Subvencionado
168,73.8,54.8,Particular Subvencionado
282,53.9,28,Particular Subvencionado
115,67.8,54.8,Particular Subvencionado
27,81.5,59.3,Particular Subvencionado
374,70.1,43.6,Particular Subvencionado
189,76.7,56.6,Particular Subvencionado
260,49.6,23.5,Particular Subvencionado
35,94.3,85.7,Particular Subvencionado
184,76.1,37,Particular Subvencionado
167,75.4,49.7,Particular Subvencionado
200,76.5,51.5,Particular Subvencionado
228,52.6,29.4,Particular Subvencionado
141,56.7,23.4,Particular Subvencionado
131,64.9,36.6,Particular Subvencionado
232,87.1,36.2,Particular Subvencionado
573,75.2,53.9,Particular Subvencionado
105,74.3,57.1,Particular Subvencionado
581,65.7,42.9,Particular Subvencionado
464,37.3,20.5,Particular Subvencionado
208,63,34.6,Particular Subvencionado
54,83.3,57.4,Particular Subvencionado
218,81.2,49.1,Particular Subvencionado
119,68.1,35.3,Particular Subvencionado
640,57,32.2,Particular Subvencionado
182,80.2,46.2,Particular Subvencionado
163,89.6,53.4,Particular Subvencionado
266,85.3,46.6,Particular Subvencionado
151,76.8,46.4,Particular Subvencionado
170,68.8,47.6,Particular Subvencionado
146,91.8,76,Particular Subvencionado
148,85.1,57.4,Particular Subvencionado
565,34.3,16.3,Particular Subvencionado
542,73.8,52.2,Particular Subvencionado
189,74.1,39.2,Particular Subvencionado
298,67.8,46.3,Particular Subvencionado
520,56.5,24.2,Particular Subvencionado
215,72.1,48.4,Particular Subvencionado
6,66.7,66.7,Particular Subvencionado
212,77.4,35.4,Particular Subvencionado
122,94.3,77.9,Municipal - Corporacion
218,58.3,23.9,Particular Subvencionado
654,69.4,44.6,Municipal - DAEM
348,48,22.1,Particular Subvencionado
618,41.1,17.2,Particular Subvencionado
217,92.2,67.3,Particular Subvencionado
290,44.1,24.1,Particular Subvencionado
249,39.8,14.5,Particular Subvencionado
310,59.7,26.8,Particular Subvencionado
77,67.5,37.7,Particular Subvencionado
84,94,65.5,Particular Subvencionado
206,85.4,52.9,Municipal - Corporacion
31,87.1,74.2,Particular Subvencionado
191,41.9,20.9,Particular Subvencionado
197,41.6,18.3,Particular Subvencionado
158,38,17.1,Particular Subvencionado
261,70.5,47.1,Particular Subvencionado
230,44.3,23.5,Particular Subvencionado
537,35.4,14.3,Particular Subvencionado
576,67.5,42.9,Particular Subvencionado
259,51.4,21.2,Particular Subvencionado
289,55.4,33.2,Particular Subvencionado
231,35.9,18.2,Particular Subvencionado
235,91.9,63.4,Particular Subvencionado
219,43.4,20.1,Particular Subvencionado
245,75.5,55.9,Particular Subvencionado
634,43.4,22.7,Particular Subvencionado
286,76.2,47.6,Particular Subvencionado
191,78,42.4,Particular Subvencionado
266,72.6,45.9,Particular Subvencionado
267,93.6,59.2,Particular Subvencionado
275,87.6,67.6,Municipal - DAEM
353,49.6,26.9,Particular Subvencionado
194,71.1,47.4,Particular Subvencionado
311,77.8,57.2,Particular Subvencionado
463,76,51.8,Particular Subvencionado
134,78.4,51.5,Particular Subvencionado
326,77.9,41.1,Particular Subvencionado
326,74.5,54,Particular Subvencionado
215,80,59.5,Particular Subvencionado
461,70.9,47.1,Particular Subvencionado
263,58.2,30.8,Particular Subvencionado
175,86.3,71.4,Particular Subvencionado
170,94.7,67.6,Particular Subvencionado
553,31.6,12.3,Particular Subvencionado
187,82.4,46.5,Particular Subvencionado
79,49.4,22.8,Particular Subvencionado
1097,78,54.2,Particular Subvencionado
43,86,69.8,Municipal - DAEM
135,71.1,54.1,Particular Subvencionado
222,68.9,40.5,Particular Subvencionado
514,57,34.6,Particular Subvencionado
401,65.6,41.6,Particular Subvencionado
654,44.8,15.9,Particular Subvencionado
167,55.1,32.9,Particular Subvencionado
218,55.5,33,Particular Subvencionado
29,72.4,48.3,Particular Subvencionado
206,67.5,36.9,Particular Subvencionado
307,38.1,15.6,Particular Subvencionado
235,67.7,40,Particular Subvencionado
488,82.8,57.4,Particular Subvencionado
215,75.3,43.7,Particular Subvencionado
284,76.8,51.8,Particular Subvencionado
139,62.6,43.2,Particular Subvencionado
256,74.2,55.5,Municipal - DAEM
314,31.5,17.2,Particular Subvencionado
200,84.5,53.5,Municipal - DAEM
152,77,55.9,Particular Subvencionado
514,48.8,31.1,Particular Subvencionado
3,100,100,Municipal - DAEM
330,84.2,59.7,Municipal - DAEM
123,88.6,67.5,Particular Subvencionado
227,58.6,36.6,Particular Subvencionado
295,48.1,25.8,Particular Subvencionado
168,78,49.4,Particular Subvencionado
219,80.4,53.4,Particular Subvencionado
475,77.7,51.4,Particular Subvencionado
257,74.7,45.5,Particular Subvencionado
339,79.4,54.9,Municipal - Corporacion
347,64.6,34.9,Particular Subvencionado
496,52.8,32.5,Particular Subvencionado
174,42,19.5,Particular Subvencionado
346,94.5,79.8,Municipal - Corporacion
546,64.7,33.9,Particular Subvencionado
734,76.7,49.5,Municipal - DAEM
5,80,80,Municipal - DAEM
291,53.6,25.4,Particular Subvencionado
224,72.3,39.7,Particular Subvencionado
671,66.9,36.7,Particular Subvencionado
258,76.4,53.9,Particular Subvencionado
249,70.7,52.2,Particular Subvencionado
285,60.4,31.2,Particular Subvencionado
171,88.9,64.3,Particular Subvencionado
1100,74.8,47.3,Particular Subvencionado
212,35.8,19.8,Particular Subvencionado
509,52.7,32.8,Particular Subvencionado
501,35.5,18,Particular Subvencionado
731,70.7,52.3,Particular Subvencionado
409,39.9,21.3,Particular Subvencionado
153,45.1,26.1,Particular Subvencionado
273,64.1,42.5,Particular Subvencionado
241,36.5,17.8,Particular Subvencionado
502,57.6,30.9,Particular Subvencionado
541,39.4,20.9,Particular Subvencionado
103,42.7,25.2,Particular Subvencionado
189,31.2,19,Particular Subvencionado
88,55.7,39.8,Particular Subvencionado
449,88,60.4,Municipal - DAEM
562,73.5,50.7,Particular Subvencionado
229,86.5,66.4,Municipal - DAEM
215,83.3,57.7,Particular Subvencionado
310,80,59,Particular Subvencionado
470,73.6,42.8,Particular Subvencionado
329,68.4,45.9,Particular Subvencionado
486,76.5,49,Particular Subvencionado
189,83.6,63,Particular Subvencionado
315,74,50.5,Particular Subvencionado
268,89.6,79.1,Municipal - Corporacion
350,69.4,40,Particular Subvencionado
154,88.3,68.2,Particular Subvencionado
237,65.8,40.9,Particular Subvencionado
265,85.7,64.2,Municipal - DAEM
160,63.1,38.8,Particular Subvencionado
299,86,60.5,Particular Subvencionado
285,91.2,73.3,Municipal - Corporacion
325,86.8,68.3,Municipal - DAEM
21,85.7,66.7,Particular Subvencionado
195,91.3,74.9,Particular Subvencionado
41,80.5,58.5,Municipal - DAEM
579,75.6,44.6,Particular Subvencionado
239,61.9,40.2,Particular Subvencionado
388,64.2,39.7,Particular Subvencionado
230,76.1,47.8,Particular Subvencionado
330,74.8,42.1,Particular Subvencionado
179,63.7,27.9,Particular Subvencionado
388,86.9,70.1,Municipal - DAEM
678,27.6,13.1,Particular Subvencionado
393,60.3,33.3,Particular Subvencionado
230,79.6,61.7,Particular Subvencionado
189,86.8,71.4,Particular Subvencionado
254,59.1,35.8,Particular Subvencionado
56,73.2,42.9,Particular Subvencionado
79,78.5,54.4,Particular Subvencionado
565,78.2,50.4,Particular Subvencionado
762,58,33.1,Particular Subvencionado
60,68.3,51.7,Municipal - DAEM
300,61,35.7,Particular Subvencionado
512,86.7,62.3,Municipal - DAEM
25,88,76,Particular Subvencionado
681,72.8,47.6,Particular Subvencionado
595,84.5,61.3,Particular Subvencionado
688,81.4,56.5,Particular Subvencionado
681,65.3,38.9,Particular Subvencionado
174,79.9,46,Particular Subvencionado
85,89.4,52.9,Particular Subvencionado
275,91.3,65.1,Particular Subvencionado
489,84.7,56.9,Municipal - DAEM
225,98.7,93.8,Particular Subvencionado
750,92.4,75.5,Municipal - DAEM
598,94.1,69.1,Municipal - DAEM
211,46,21.3,Particular Subvencionado
251,61.8,30.3,Particular Subvencionado
249,74.3,46.6,Particular Subvencionado
357,67.5,42.3,Particular Subvencionado
344,72.7,45.9,Particular Subvencionado
224,34.8,13.8,Particular Subvencionado
92,73.9,45.7,Particular Subvencionado
133,91,72.2,Particular Subvencionado
242,68.6,36.8,Particular Subvencionado
370,43.5,21.1,Particular Subvencionado
228,68,43,Particular Subvencionado
274,86.5,67.2,Municipal - DAEM
255,68.2,37.6,Particular Subvencionado
487,46,21.4,Particular Subvencionado
235,63.4,35.7,Particular Subvencionado
39,100,74.4,Particular Subvencionado
334,69.8,38.9,Particular Subvencionado
127,81.1,65.4,Particular Subvencionado
158,84.8,57.6,Particular Subvencionado
266,84.2,55.3,Particular Subvencionado
536,67.5,39,Particular Subvencionado
586,77.3,46.8,Particular Subvencionado
269,74.7,50.6,Particular Subvencionado
10,70,40,Particular Subvencionado
201,77.1,43.3,Particular Subvencionado
460,41.5,20.4,Particular Subvencionado
285,76.5,44.6,Particular Subvencionado
315,87.3,57.8,Particular Subvencionado
227,95.6,67.8,Particular Subvencionado
349,85.7,57.3,Particular Subvencionado
3,100,66.7,Particular Subvencionado
572,94.1,77.8,Municipal - DAEM
92,88,54.3,Particular Subvencionado
289,64.4,38.4,Particular Subvencionado
275,90.5,61.8,Particular Subvencionado
689,63.3,35,Particular Subvencionado
280,77.9,46.1,Particular Subvencionado
134,88.1,59,Particular Subvencionado
183,89.1,51.9,Particular Subvencionado
652,46.6,22.5,Particular Subvencionado
171,79.5,46.8,Particular Subvencionado
517,76.8,46.8,Particular Subvencionado
189,90.5,59.8,Particular Subvencionado
63,95.2,77.8,Particular Subvencionado
33,78.8,54.5,Particular Subvencionado
200,88.5,66,Particular Subvencionado
650,90.8,76.6,Municipal - DAEM
269,86.6,61,Particular Subvencionado
330,88.8,64.8,Particular Subvencionado
269,83.3,54.6,Particular Subvencionado
247,87.4,55.1,Particular Subvencionado
17,88.2,64.7,Particular Subvencionado
14,85.7,57.1,Particular Subvencionado
430,88.1,70.9,Particular Subvencionado
81,86.4,64.2,Particular Subvencionado
84,77.4,56,Particular Subvencionado
523,59.3,32.7,Municipal - DAEM
147,63.3,38.1,Municipal - DAEM
205,84.4,55.6,Particular Subvencionado
7,100,100,Particular Subvencionado
435,50.1,25.5,Particular Subvencionado
31,83.9,64.5,Municipal - DAEM
341,77.4,52.8,Particular Subvencionado
19,57.9,31.6,Particular Subvencionado
181,95,80.1,Particular Subvencionado
276,63.8,33.3,Particular Subvencionado
29,79.3,69,Particular Subvencionado
26,80.8,61.5,Municipal - DAEM
53,58.5,39.6,Municipal - DAEM
323,68.4,40.9,Particular Subvencionado
81,66.7,44.4,Municipal - DAEM
223,69.5,43.5,Particular Subvencionado
144,72.9,52.8,Particular Subvencionado
35,62.9,31.4,Particular Subvencionado
236,64.8,39.8,Particular Subvencionado
59,61,28.8,Particular Subvencionado
11,81.8,72.7,Particular Subvencionado
124,46,25,Particular Subvencionado
86,80.2,58.1,Particular Subvencionado
5,100,100,Particular Subvencionado
88,71.6,52.3,Particular Subvencionado
167,62.9,25.1,Particular Subvencionado
84,71.4,44,Particular Subvencionado
165,56.4,32.7,Particular Subvencionado
118,83.1,62.7,Particular Subvencionado
85,58.8,35.3,Particular Subvencionado
15,66.7,46.7,Particular Subvencionado
25,60,32,Particular Subvencionado
28,92.9,82.1,Particular Subvencionado
15,93.3,66.7,Particular Subvencionado
30,46.7,30,Particular Subvencionado
345,56.8,27,Municipal - DAEM
118,89,60.2,Particular Subvencionado
299,61.2,39.1,Municipal - DAEM
32,62.5,40.6,Particular Subvencionado
108,53.7,36.1,Particular Subvencionado
210,49.5,37.1,Particular Subvencionado
22,50,31.8,Particular Subvencionado
24,87.5,70.8,Particular Subvencionado
96,91.7,64.6,Particular Subvencionado
204,41.7,17.6,Particular Subvencionado
41,82.9,51.2,Particular Subvencionado
50,98,86,Particular Subvencionado
24,95.8,83.3,Particular Subvencionado
133,78.9,51.9,Particular Subvencionado
23,82.6,56.5,Particular Subvencionado
250,66.4,47.6,Particular Subvencionado
225,76,57.8,Municipal - Corporacion
14,78.6,57.1,Particular Subvencionado
40,77.5,42.5,Particular Subvencionado
49,75.5,59.2,Particular Subvencionado
130,68.5,45.4,Particular Subvencionado
68,66.2,42.6,Municipal - Corporacion
130,57.7,33.8,Particular Subvencionado
40,50,32.5,Particular Subvencionado
1439,40.9,19.5,Particular Subvencionado
646,46,23.7,Particular Subvencionado
319,26.6,14.1,Particular Subvencionado
996,67.3,42,Particular Subvencionado
9,77.8,66.7,Municipal - DAEM
223,96.9,86.5,Particular Subvencionado
4,100,100,Municipal - DAEM
7,100,85.7,Municipal - DAEM
504,65.1,37.1,Particular Subvencionado
333,62.8,29.4,Particular Subvencionado
2,100,100,Municipal - DAEM
705,63.3,39.4,Particular Subvencionado
203,34,14.3,Particular Subvencionado
194,75.8,51.5,Particular Subvencionado
331,42,24.2,Particular Subvencionado
649,32.2,15.3,Particular Subvencionado
235,67.7,40.4,Particular Subvencionado
360,60.3,38.1,Particular Subvencionado
237,57.8,35.4,Particular Subvencionado
384,89.6,73.2,Municipal - DAEM
437,87.2,66.4,Municipal - DAEM
614,54.1,32.9,Particular Subvencionado
236,35.2,22.9,Particular Subvencionado
166,92.2,81.3,Municipal - DAEM
8,100,75,Municipal - DAEM
9,100,77.8,Municipal - DAEM
45,100,93.3,Particular Subvencionado
318,58.2,27,Particular Subvencionado
192,97.4,89.1,Municipal - DAEM
403,69.7,45.9,Particular Subvencionado
248,50.8,30.2,Particular Subvencionado
282,80.1,45.7,Particular Subvencionado
351,78.1,51,Particular Subvencionado
197,67.5,38.6,Particular Subvencionado
1270,80.5,58.8,Particular Subvencionado
551,65.5,36.3,Particular Subvencionado
213,90.1,71.4,Particular Subvencionado
236,91.5,79.7,Municipal - DAEM
135,92.6,79.3,Municipal - DAEM
179,78.8,53.6,Particular Subvencionado
39,87.2,46.2,Particular Subvencionado
79,60.8,31.6,Particular Subvencionado
467,86.9,65.5,Municipal - DAEM
61,95.1,90.2,Particular Subvencionado
108,95.4,83.3,Particular Subvencionado
134,88.8,75.4,Particular Subvencionado
629,62.8,37.4,Particular Subvencionado
279,96.1,77.8,Particular Subvencionado
568,74.6,44.7,Particular Subvencionado
263,59.3,34.2,Particular Subvencionado
156,89.1,76.3,Municipal - DAEM
263,90.9,80.6,Municipal - DAEM
399,87.5,58.6,Municipal - DAEM
317,67.2,39.1,Particular Subvencionado
220,62.7,32.7,Particular Subvencionado
1258,30.9,12.5,Particular Subvencionado
196,82.7,66.3,Particular Subvencionado
16,100,93.8,Particular Subvencionado
557,56.2,31.6,Particular Subvencionado
663,36.7,17.8,Particular Subvencionado
317,82.3,60.6,Municipal - DAEM
460,89.1,65.4,Municipal - DAEM
261,73.6,51.7,Particular Subvencionado
119,42.9,25.2,Particular Subvencionado
410,89.3,63.2,Particular Subvencionado
486,43.2,24.9,Particular Subvencionado
80,85,65,Particular Subvencionado
197,90.9,66.5,Particular Subvencionado
183,90.2,70.5,Particular Subvencionado
220,67.3,41.8,Particular Subvencionado
259,66.4,42.5,Particular Subvencionado
336,42.6,22,Particular Subvencionado
370,42.7,27.8,Particular Subvencionado
854,19.4,7.7,Particular Subvencionado
290,86.2,73.4,Particular Subvencionado
311,92,68.5,Municipal - DAEM
446,79.1,57.2,Particular Subvencionado
484,58.5,34.1,Particular Subvencionado
640,41.3,21.1,Particular Subvencionado
298,67.1,43,Particular Subvencionado
256,94.9,82,Municipal - DAEM
750,77.2,49.6,Particular Subvencionado
255,92.9,74.9,Municipal - DAEM
509,92.1,70.1,Municipal - DAEM
243,32.5,13.2,Particular Subvencionado
320,69.4,50.9,Particular Subvencionado
397,59.2,33.2,Particular Subvencionado
150,52,28.7,Particular Subvencionado
644,72,46.1,Particular Subvencionado
613,38.7,17.6,Particular Subvencionado
816,87.1,59.6,Particular Subvencionado
484,94.8,82.6,Municipal - DAEM
662,47.4,23.4,Particular Subvencionado
596,79.2,49.7,Particular Subvencionado
235,86.4,58.7,Municipal - DAEM
163,95.1,82.2,Municipal - DAEM
397,72,42.3,Municipal - DAEM
253,96.4,88.1,Municipal - DAEM
677,32.5,16.5,Particular Subvencionado
82,75.6,51.2,Particular Subvencionado
302,88.7,69.9,Municipal - DAEM
289,81.3,58.1,Municipal - DAEM
229,82.5,61.1,Municipal - DAEM
268,91,65.7,Municipal - DAEM
189,96.8,87.8,Municipal - DAEM
115,88.7,70.4,Municipal - DAEM
706,69.3,42.9,Particular Subvencionado
644,46.4,26.6,Particular Subvencionado
284,76.4,57,Particular Subvencionado
285,77.2,51.6,Particular Subvencionado
381,44.1,24.9,Particular Subvencionado
149,61.7,28.9,Particular Subvencionado
370,89.5,68.4,Municipal - DAEM
60,60,43.3,Particular Subvencionado
243,45.3,25.5,Particular Subvencionado
188,92.6,77.1,Particular Subvencionado
312,83.7,61.2,Particular Subvencionado
178,91,68.5,Particular Subvencionado
322,79.2,44.1,Particular Subvencionado
307,65.1,42.7,Particular Subvencionado
930,19.7,8.1,Particular Subvencionado
224,91.5,78.6,Municipal - DAEM
384,90.9,64.6,Particular Subvencionado
407,76.4,56.5,Particular Subvencionado
305,82.6,59.3,Municipal - DAEM
231,59.7,36.8,Particular Subvencionado
183,65.6,35.5,Particular Subvencionado
263,53.2,27.8,Particular Subvencionado
427,85.5,62.8,Particular Subvencionado
262,80.9,60.3,Particular Subvencionado
344,33.7,16.3,Particular Subvencionado
337,84.9,65.6,Particular Subvencionado
586,72.4,46.9,Particular Subvencionado
86,95.3,72.1,Particular Subvencionado
597,56.1,35,Particular Subvencionado
134,85.8,60.4,Particular Subvencionado
533,47.3,27.4,Particular Subvencionado
19,94.7,57.9,Particular Subvencionado
437,51,32,Particular Subvencionado
268,85.4,66.8,Particular Subvencionado
206,74.3,54.9,Particular Subvencionado
44,77.3,54.5,Particular Subvencionado
179,77.7,55.3,Particular Subvencionado
319,95.9,85.6,Municipal - DAEM
332,73.8,52.1,Particular Subvencionado
180,77.2,53.3,Particular Subvencionado
86,93,73.3,Particular Subvencionado
568,47.5,23.1,Particular Subvencionado
227,79.3,58.1,Particular Subvencionado
380,54.5,26.8,Particular Subvencionado
138,54.3,34.8,Particular Subvencionado
275,45.1,20,Particular Subvencionado
10,100,80,Municipal - DAEM
27,100,81.5,Municipal - DAEM
35,91.4,82.9,Particular Subvencionado
22,100,90.9,Particular Subvencionado
15,80,53.3,Municipal - DAEM
14,100,85.7,Particular Subvencionado
246,61.8,41.9,Particular Subvencionado
174,89.1,73.6,Particular Subvencionado
150,95.3,88,Particular Subvencionado
32,96.9,96.9,Particular Subvencionado
203,89.7,70.9,Municipal - DAEM
103,98.1,92.2,Particular Subvencionado
14,100,92.9,Particular Subvencionado
25,100,84,Particular Subvencionado
120,75,45,Particular Subvencionado
223,81.2,56.5,Particular Subvencionado
15,100,100,Particular Subvencionado
100,97,93,Particular Subvencionado
147,89.1,69.4,Particular Subvencionado
13,100,92.3,Particular Subvencionado
590,69.2,47.6,Particular Subvencionado
29,93.1,82.8,Particular Subvencionado
234,90.2,72.6,Particular Subvencionado
11,100,100,Particular Subvencionado
31,77.4,54.8,Particular Subvencionado
172,87.2,62.8,Particular Subvencionado
290,66.6,37.6,Particular Subvencionado
213,61.5,39.9,Particular Subvencionado
72,93.1,70.8,Particular Subvencionado
4,100,100,Municipal - DAEM
253,33.2,10.3,Particular Subvencionado
643,73.1,45.6,Particular Subvencionado
64,82.8,42.2,Particular Subvencionado
12,66.7,25,Particular Subvencionado
6,83.3,83.3,Particular Subvencionado
53,100,96.2,Particular Subvencionado
433,78.5,52.9,Particular Subvencionado
26,100,88.5,Particular Subvencionado
9,100,100,Particular Subvencionado
7,100,85.7,Particular Subvencionado
530,77.2,52.3,Particular Subvencionado
309,62.8,36.2,Particular Subvencionado
51,92.2,88.2,Particular Subvencionado
571,50.8,25.4,Municipal - DAEM
45,95.6,91.1,Particular Subvencionado
35,100,85.7,Particular Subvencionado
71,98.6,91.5,Particular Subvencionado
74,95.9,89.2,Particular Subvencionado
204,88.2,71.1,Particular Subvencionado
217,90.8,67.7,Particular Subvencionado
497,69.6,41.6,Particular Subvencionado
482,33.6,14.5,Particular Subvencionado
200,87.5,69.5,Particular Subvencionado
17,100,94.1,Particular Subvencionado
179,89.9,69.3,Particular Subvencionado
97,96.9,79.4,Particular Subvencionado
228,40.8,18,Particular Subvencionado
142,90.1,70.4,Particular Subvencionado
272,62.1,39.3,Particular Subvencionado
5,100,100,Particular Subvencionado
48,95.8,85.4,Particular Subvencionado
29,100,93.1,Particular Subvencionado
380,85.8,69.7,Particular Subvencionado
46,100,84.8,Particular Subvencionado
